"","sp","si","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"614","Myrmotherula longipennis","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,5,2,3,4,3,5,5,2,3,0,5,1,1,3,0,2,0,0,1,1,1
"615","Myrmotherula longipennis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,7,0,1,1,4,3,4,2,5,4,0,0,0,0,0,0
"616","Myrmotherula menetriesii","BDFFP",0,0,0,0,0,0,3,6,19,2,5,0,2,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,11,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"617","Myrmotherula menetriesii","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,0,1,4,2,1,2,3,1,4,0,1,0,1,0,2,0,0,0,1
"618","Myrmotherula menetriesii","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,2,1,0,1,3,1,0,2,0,0,1,0,0,0,0,0,1,0
"619","Myrmotherula menetriesii","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,1,1,0,0,0
"620","Myrmotherula schisticolor","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","Myrmotherula schisticolor","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","Myrmotherula schisticolor","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623","Myrmotherula schisticolor","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,8,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Myrmotherula schisticolor","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","Neoctantes niger","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"626","Neoctantes niger","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"627","Nonnula brunnea","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,3,0,2,1,1,1,0,1,1,3,0,1,1,0,0,0,0,0,3
"628","Nonnula brunnea","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"629","Notharchus pectoralis","LIMBO",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630","Notharchus tectus","LIMBO",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Nyctidromus albicollis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
"632","Nystalus obamai","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0
"633","Ochthornis littoralis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0
"634","Odontophorus gujanensis","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"635","Oncostoma olivaceum","LIMBO",2,1,1,1,2,0,0,1,3,2,1,0,0,0,1,2,0,1,0,0,3,0,1,2,3,1,2,0,2,3,0,1,1,0,1,2,3,2,3,0,0,1,0,0,0,0
"636","Oneillornis lunulatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"637","Oneillornis salvini","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,2,0,1,0,1,4,0,0,0,0,0,0,0,0
"638","Onychorhynchus coronatus","BDFFP",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Onychorhynchus coronatus","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"640","Onychorhynchus coronatus","LIMBO",1,5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"641","Onychorhynchus coronatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"642","Ornithion brunneicapillus","LIMBO",0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"643","Ornithion brunneicapillus","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"644","Oryzoborus angolensis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"645","Pachyramphus marginatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"646","Pachyramphus minor","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"647","Pachyramphus polychopterus","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Pachyramphus polychopterus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,1,3,1,0,1,0,0,0
"649","Pachysylvia aurantiifrons","LIMBO",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","Pachysylvia decurtata","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"651","Pachysylvia decurtata","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"652","Pachysylvia decurtata","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,7,18,0,20,5,5,4,0,0,0,0,0,0,0,0,0,0,0
"653","Pachysylvia decurtata","LIMBO",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Pachysylvia decurtata","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"655","Pachysylvia decurtata","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656","Pachysylvia muscicapina","BDFFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"657","Parkesia motacilla","LIMBO",2,2,1,2,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","Parkesia noveboracensis","LIMBO",3,0,0,1,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"659","Paroaria capitata","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Paroaria capitata","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","Paroaria gularis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0
"662","Patagioenas cayennensis","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","Percnostola rufifrons","BDFFP",0,0,0,0,0,0,6,9,16,1,0,0,5,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"664","Phaenostictus mcleannani","LIMBO",11,16,15,13,24,14,11,15,3,15,6,1,0,12,7,5,14,8,2,4,3,13,6,5,8,1,3,6,5,5,2,11,3,12,0,8,4,9,3,9,3,2,7,9,8,0
"665","Phaeomyias murina","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"666","Phaethornis bourcieri","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,10,5,4,12,15,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0
"667","Phaethornis bourcieri","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,4,6,4,16,9,8,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0
"668","Phaethornis hispidus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","Phaethornis longirostris","LIMBO",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,9,13,11,8,1,6,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,5,0
"670","Phaethornis malaris","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,15,17,12,10,13,10,13,5,7,5,12,10,7,2,2,0,0,0,0,0,0
"671","Phaethornis malaris","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,22,20,24,24,23,14,15,10,6,5,9,7,0,1,0,0,0,0,0,0,0
"672","Phaethornis striigularis","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","Pheugopedius atrogularis","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Pheugopedius atrogularis","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","Pheugopedius atrogularis","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","Pheugopedius coraya","BDFFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"677","Pheugopedius coraya","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1
"678","Pheugopedius coraya","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"679","Pheugopedius fasciatoventris","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680","Pheugopedius fasciatoventris","LIMBO",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0
"681","Pheugopedius genibarbis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,8,6,11,3,7,8,0,0,1,0,0
"682","Philydor erythrocercum","BDFFP",0,0,0,0,0,0,4,5,8,1,0,0,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"683","Philydor erythrocercum","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,8,3,4,4,3,2,3,4,3,1,3,0,0,0,1,1,0,0,0,0
"684","Philydor erythrocercum","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,8,6,3,4,2,6,5,8,3,0,3,4,4,1,1,0,0,0,1,0,1
"685","Philydor erythrocercum","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0
"686","Philydor pyrrhodes","BDFFP",0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Philydor pyrrhodes","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"688","Philydor pyrrhodes","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,6,1,1,2,1,2,1,0,2,1,3,1,1,0,0,0,1,0,0,1,0
"689","Philydor pyrrhodes","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,4,0,1,5,4,4,2,0,1,0,0,0
"690","Phlegopsis erythroptera","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,3,1,0,1,2,3,4,2,1,0,2,0,0,0,0,0,0,0,1,0,0
"691","Phlegopsis erythroptera","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,2,2,1,1,0,0,1,0,0,0,1,2,1,2,2,0,2,0,2
"692","Phlegopsis nigromaculata","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,7,0,5,3,6,1,10,10,9,15,14,4,2,5,0,0
"693","Phoenicircus carnifex","BDFFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Piaya cayana","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"695","Piaya cayana","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","Piaya cayana","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"697","Piaya minuta","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"698","Picumnus rufiventris","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"699","Pipra fasciicauda","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,6,2,26,0,16,24,48,27,50,66,85,90,81,18,15,17,0,0
"700","Pipra filicauda","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,5,3,6,7,6,3,2,7,4,1,2,0,0,2,0,0,0,4,0,2
"701","Pipra filicauda","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,28,26,34,27,31,27,24,25,19,20,9,7,8,7,8,4,7,6,0,5,8,8
"702","Piprites chloris","BDFFP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Piprites chloris","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0
"704","Piranga olivacea","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Piranga olivacea","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Piranga olivacea","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,5,2,3,3,0,2,0,0,0,4,2,0,5,0,0,7,0,0,1,0,0,0,0,0,0,0,0
"707","Piranga olivacea","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","Piranga rubra","LIMBO",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Pitangus sulphuratus","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"710","Pitangus sulphuratus","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Pitangus sulphuratus","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,4,3,6,7,11,2,0,0,0,11,9,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"712","Pitangus sulphuratus","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"713","Pitangus sulphuratus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0
"714","Pithys albifrons","BDFFP",0,0,0,0,0,0,20,23,56,16,3,0,35,47,1,0,0,0,0,0,0,48,8,0,0,0,0,0,0,99,0,9,53,15,0,0,0,0,0,0,0,0,0,0,0,0
"715","Pithys albifrons","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,31,18,17,17,22,15,26,18,18,10,7,12,10,3,3,2,1,4,0,3,3,6
"716","Pithys albifrons","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,19,9,17,15,15,20,15,12,15,1,0,6,2,2,3,1,3,0,2,3,0
"717","Platyrinchus coronatus","BDFFP",0,0,0,0,0,0,6,6,20,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"718","Platyrinchus coronatus","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","Platyrinchus coronatus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,2,5,2,4,3,4,5,4,1,0,1,0,0,0,1,0,0,0,0,1,0
"720","Platyrinchus coronatus","LIMBO",20,22,15,21,24,15,21,19,8,13,12,4,0,8,8,11,6,5,11,6,15,14,8,5,6,10,2,11,11,15,3,9,11,9,13,7,15,13,9,5,12,4,8,14,10,0
"721","Platyrinchus coronatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,6,7,3,8,9,10,7,8,8,6,6,7,6,5,0,1,2,0,1,2,1
"722","Platyrinchus coronatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,8,0,1,11,7,2,4,6,9,8,3,4,2,2,0,0
"723","Platyrinchus platyrhynchos","BDFFP",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","Platyrinchus platyrhynchos","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0
"725","Platyrinchus saturatus","BDFFP",0,0,0,0,0,0,8,10,16,1,3,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"726","Poecilotriccus capitalis","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"727","Poecilotriccus capitalis","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"728","Poecilotriccus latirostris","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,4,3,2,0,1,1,1,1,0,0
"729","Poliocrania exsul","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,1,7,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"730","Poliocrania exsul","LIMBO",5,4,2,1,10,2,3,6,1,1,3,3,0,1,1,2,2,3,4,4,4,1,2,5,2,2,2,2,1,7,1,6,2,5,1,4,6,8,3,6,5,4,10,7,4,0
"731","Poliocrania exsul","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,0,2,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","Poliocrania exsul","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Polyerata amabilis","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"734","Psarocolius montezuma","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","Psarocolius wagleri","LIMBO",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"736","Pseudastur albicollis","LIMBO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","Pseudopipra pipra","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
